Quality_flag,Bias-start_1,Bias-start_2,Bias-start_3,Bias-start-rationale,Disc-start_1,Disc-start_2,Disc-start_3,Disc-start_4,Disc-start_5,Disc-start_6,Disc-start-rationale,IndFair-1,IndFair-2,IndFair-3,IndFair-4,IndFair-5,IndFair-6,IndFair-7,IndFair-8,IndFair-9,Disc-end_1,Disc-end_2,Disc-end_3,Disc-end_4,Disc-end_5,Disc-end_6,Disc-end-rationale,Bias-end_1,Bias-end_2,Bias-end_3,Bias-end_4,Bias-end-rationale,Percv-work_1,Percv-work_2,Percv-work_3,Percv-work_4,Percv-work_5,Percv-work_6,Percv-work-rationale,Asian_race,Explanation_style,Prolific_Total_approvals,Prolific_Fluent_languages,Prolific_Age,Prolific_Sex,Prolific_Ethnicity_simplified,Prolific_Country_of_birth,Prolific_Country_of_residence,Prolific_Nationality,Prolific_Language,Prolific_Student_status,Prolific_Employment_status,Timer1_Page Submit,Predict1,Rationale1,Timer2_Page Submit,Predict2,Rationale2,Timer3_Page Submit,Predict3,Rationale3,Timer4_Page Submit,Predict4,Rationale4,Timer5_Page Submit,Predict5,Rationale5,Timer6_Page Submit,Predict6,Rationale6,Attention,Attention-ration,Timer7_Page Submit,Predict7,Rationale7,Timer8_Page Submit,Predict8,Rationale8,Timer9_Page Submit,Predict9,Rationale9,Timer10_Page Submit,Predict10,Rationale10,Timer11_Page Submit,Predict11,Rationale11,Timer12_Page Submit,Predict12,Rationale12
green,1,3,3,Yes I will elaborate on my second and third answers putting neutral because I simply have no idea what they are talking about. Just wanted to be honest.,1,1,1,1,1,1,,7,7,1,1,6,1,3,3,9,1,1,1,1,1,1,,3,3,5,3,Because the sentences aren't finished like I have no idea what they should apologize for I don't know anything about the topic I'm lost ,1,1,1,7,1,1,,0,CE,2743,English,44,Female,White,United States,United States,United States,English,No,Full-Time,94.877,1,Because it is referring to a Chinese virus,74.875,1,"Because it is stating ""China""",36.354,1,The original tweet using derogatory name calling words,15.572,4,The word dick isn't used in a Asian hate way ,32.252,1,,52.145,1,,4,attention,110.722,2,,13.136,4,Because all that is doing is stating China should pay it's not being hateful or discriminatory ,156.71,1,,6.392,1,,13.189,1,,10.524,1,
yellow,4,5,4,Mostly like that following reason dog and cat are vomiting's then etc ,4,5,4,4,4,5,Chinese action ,5,5,4,4,6,4,4,3,8,4,3,2,4,4,2,,4,5,5,4,,6,5,6,7,6,2,nothing,0,CE,2193,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,54.091,1,,72.412,2,,54.581,4,,48.348,2,,23.946,4,,23.345,2,,4,,102.308,1,,14.717,2,,17.787,1,,24.562,2,,10.977,4,,11.976,4,
green,2,3,3,,1,1,1,1,1,1,,7,7,1,1,6,1,4,3,3,1,1,1,1,1,1,,2,2,5,3,,5,1,1,5,4,4,,0,CE,986,English,42,Male,White,United States,United States,United States,English,No,Full-Time,46.496,4,,35.901,1,,17.502,1,,14.176,4,,19.478,1,,27.619,4,,4,attention,26.341,4,,23.241,4,,9.534,4,,8.477,1,,14.77,2,,54.944,2,
green,5,3,4,,1,1,1,1,1,1,,7,7,1,1,6,1,2,3,9,1,1,1,1,1,1,,3,5,5,3,,1,1,1,7,5,1,,0,CE,1628,English,48,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),36.606,1,,8.059,2,,10.773,1,,11.486,4,,7.857,4,,15.966,4,,4,attention,15.992,4,,7.829,4,,8.365,1,,6.241,4,,9.866,4,,23.982,4,
green,2,3,3,I don't know anything about the CCP,4,4,4,4,2,2,,5,2,3,1,5,2,4,3,3,5,5,5,5,2,4,,3,2,5,3,,3,1,3,6,2,5,,1,CE,326,"English, Other",20,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,31.621,1,,13.157,2,,12.846,1,,10.276,4,,6.983,1,,17.62,1,,4,attention,13.575,4,,6.763,4,,5.359,1,,7.152,1,,10.334,1,,12.599,2,
yellow,3,4,2,,2,2,2,2,2,2,,1,1,1,1,1,2,2,1,5,2,2,2,2,2,2,,2,3,5,4,,3,1,3,4,4,1,,1,CE,1215,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,28.635,2,i dont see anything wrong with that tweet,6.953,4,,10.199,1,slurs are probably not good to say in any circumstance ,11.154,4,,5.693,4,,21.012,4,,4,,13.516,4,,6.66,4,,11.554,1,,10.959,1,,8.189,4,,9.074,1,
green,2,4,4,,2,2,2,2,2,2,,5,2,1,1,4,1,4,3,4,3,3,3,4,3,3,,4,3,5,4,,2,1,3,5,2,3,,1,CE,826,English,26,Male,Asian,United States,United States,United States,English,Yes,Full-Time,26.479,1,It identifies a specific nationality ,33.685,2,,8.4,1,,15.367,4,,4.565,1,,10.141,1,,4,attention,11.501,4,,15.323,1,,2.949,1,,4.197,1,,6.069,2,,13.454,4,
yellow,3,4,4,N/A,4,3,3,4,4,3,N/A,2,5,1,1,6,1,4,3,3,5,4,4,4,2,4,N/A,4,4,5,4,N/A,5,1,3,3,5,4,N/A,0,CE,181,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,63.694,1,"Emphasis on the fact it's a ""Chinese Virus""",85.79,4,Directed at a specific country: China,61.187,2,"""Chink"" is an ethnic slur being used",75.602,4,Doesn't mention anything directed at Asians,16.483,1,There's no need to negatively associate Asian people,101.125,1,Unnecessary sexual connections to Corona Virus ,4,The use of Covid-19 is information and not with malice intent,76.897,1,The tweet still can unnecessary hate spread ate toward Asians ,104.342,1,Still associates China with a virus is unecessary,73.93,1,"By calling it the ""Chinese virus""",14.459,2,There's a negative implication against Chinese,64.028,4,There's not really any hate directed toward Asian folks directly,21.459,1,"Using ""Wuhan"" to say something negative about Covid-19"
green,1,3,3,"Saying China and South Korea have bad eating habits ignores much of their culture especially how most of their food does not involve any of the example animals. As for the ratings on the CCP, I am not too knowledgeable about the workings of the Chinese Communist Party so I am neutral on the topic.",1,1,1,1,1,1,My current mood is not negative.,5,1,4,1,1,3,4,3,8,1,1,1,1,1,1,I was not in a negative mood originally and was not fazed by the hate comments.,3,1,5,3,,2,2,2,6,6,2,,1,CE,131,"Chinese, English",19,Male,Asian,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",37.58,1,"Using the term ""Chinese virus"" could lead to xenophobia and targeted hate towards this ethnicity in particular.",54.392,4,This is more of a criticism of the government rather than Asian hate.,28.553,2,Chinks is a general derogatory term.,11.133,4,Not directed towards a group of people.,9.709,1,Targets a certain ethnicity.,24.055,4,,4,attention,25.361,4,,10.07,4,,5.627,1,,8.929,1,,10.776,1,,20.767,2,
green,1,5,5,,3,3,3,3,3,3,,2,7,1,1,6,1,5,4,9,3,3,3,3,3,3,,5,1,5,5,,1,1,1,7,7,2,,0,CE,376,English,21,Male,White,United States,United States,United States,English,No,Full-Time,30.993,1,,23.152,1,,8.327,1,the original tweet contained a derogratory slur against asian people.,8.094,4,,11.985,1,,21.078,4,,4,attention,24.272,4,,10.235,4,,5.22,1,,8.718,4,,7.423,2,,15.613,1,
green,1,4,1,I think all government bodies spy on their citizens in one way or another.,3,3,4,2,2,4,,5,4,3,1,3,2,3,4,4,4,4,4,3,2,4,,1,1,5,4,,4,1,1,5,4,1,,1,CE,1602,English,29,Male,Asian,United States,United States,United States,English,No,Full-Time,42.176,1,,11.744,1,,15.26,1,,11.147,4,,7.101,1,,17.351,1,,4,attention,18.234,1,,8.232,1,,6.952,1,,4.772,1,,6.47,1,,11.376,1,
green,2,3,3,,4,3,4,3,2,1,,5,2,3,1,5,2,4,3,4,4,4,5,4,3,4,,2,2,5,3,,5,2,3,6,4,6,Those tweets were very frustrating to read. ,1,CE,1458,English,19,Male,Asian,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",27.086,1,,16.178,2,,12.19,2,Chink is a slur,20.824,4,"It's crass, but doesn't seem race related, just a bad joke.",9.667,1,It's a politicized way to refer to the virus,12.337,1,,4,attention,14.791,1,,13.584,1,,17.616,2,,5.815,2,,21.452,2,,9.13,2,
green,1,4,5,,5,4,4,5,4,4,,5,2,2,1,4,2,4,3,4,5,5,5,5,5,5,,4,1,5,4,,5,2,3,5,4,6,,1,CE,1858,English,26,Male,Asian,United States,United States,United States,English,No,Other,26.899,1,"It is referring a disease that has become more than just ""Chinese"" problem and exasperated by people around the globe especially the USA with the new strains.",21.604,2,"Doesn't seem to directly address ""COVID"".",13.192,2,"Using ""chinks"" as a degrading term.",7.932,4,Doesn't seem to be hateful.,6.885,1,"It is no longer just ""Chinese"" virus.",32.094,4,Hard to tell if this is a joke or even understand fully the intent of this tweet without more context.,4,attention,109.436,4,It is a cry for help rather than hateful.,20.289,1,"It is not only a ""Chinese"" virus anymore.",6.882,1,"It is not just ""Chinese"" virus anymore.",5.523,2,Lot of negativity and hate towards people of China.,8.822,1,"It is not just ""Chinese"" virus anymore.",7.722,1,"It is not just ""Chinese"" virus anymore."
green,3,3,3,"While we may view eating other animals as bad, other cultures view our eating habits as bad also. I may not agree with eating dogs, cats and horses, but it is not my culture. There is no definitive proof that the CCP spies on innocent Chinese people that I am aware of.  ",2,2,4,3,1,1,,2,6,1,1,6,1,4,3,4,4,3,5,4,1,5,,1,3,5,3,,1,1,1,7,4,6,,0,CE,794,English,42,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",43.338,1,It places blame for the virus on those with Chinese heritage.,30.443,1,,18.345,1,The word used is a derogatory slur used against Chinese people.,20.904,2,,13.739,1,,26.542,1,,4,attention,46.262,4,"While it did mention Chinese people, the anger was directed at the CCP. That would be political, not racist.",10.116,1,,9.155,1,,12.146,1,,26.771,1,,25.754,1,
green,2,5,5,"I believe that the Communist Party likes to exert control and wants to control the lives of its citizens as much as it can. The government, not the people, are the problem.",3,2,2,2,1,3,,5,1,2,1,1,1,2,3,8,4,3,4,3,3,3,,4,2,5,5,,5,2,3,6,6,4,,1,CE,1290,English,34,Male,Asian,United States,United States,United States,English,No,Full-Time,33.561,1,It is not the conventional name for the virus.,14.941,4,It is specific to a country that does have power on the world stage.,20.154,2,It is a derogatory name for Chinese people.,22.779,4,Just a stupid person trying to make a joke.,19.556,4,"Doesn't really attack the Chinese, just appears to be from its origin.",29.32,2,The Chinese dogs is derogatory. The sexual remarks are obscene but not necessarily hateful.,4,attention,26.343,4,Just a person's opinion about the CCP.,8.981,4,Another opinion that a person has. Don't see it as hateful.,8.65,1,Attacks the Chinese as a whole.,7.758,2,Person hates everyone except their own country.,14.149,2,Derogatory term aimed at a certain group of people.,13.605,1,Attacks the Chinese people.
green,1,1,1,,1,1,1,1,1,1,,1,7,2,1,1,1,5,4,9,5,5,5,5,1,4,,2,2,5,2,,3,2,1,7,7,1,,1,CE,564,English,49,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,81.589,1,"People generally hate on Asians, Chinese in general",28.286,1,It is clear that its hate speech targeted at  Chinese ,29.953,2,none,21.643,4,none,19.964,1,,12.473,1,,4,attention,17.043,1,,8.601,1,,4.802,1,,15.765,1,,9.224,1,,11.601,1,
green,3,4,4,,1,1,1,1,1,1,,7,1,1,1,1,1,2,2,9,1,1,1,1,1,1,I don't fell any of those types of feels right now. I have a positive outlook on life.,4,3,5,4,"China, in its borders, does a lot of things the outside world does not know about. I have heard from people who have lived in China, that it does spy on people.",2,1,2,6,3,2,,1,CE,1332,English,59,Female,Asian,United States,United States,United States,English,No,Unemployed (and job seeking),64.247,2,"It just describes the virus as ""Chinese""",39.38,4,It's an opinion about China,50.379,2,It uses an offensive word for Chinese,21.655,4,The original tweet is just gross and graphic,31.78,4,It is an opinion,30.605,4,The original tweet is just disgusting,4,attention,55.657,4,It is voicing its opinion about CCP,12.811,4,It is an opinion,26.688,1,The deleted hashtag suggests the poster expresses negative feelings,21.939,2,The language is strong in how it feels about China,25.226,1,The language of the tweet is hateful as a whole,34.5,4,"The tweet is rambling and doesn't make sense, it's inane"
yellow,3,4,3,,1,1,1,1,1,1,,5,7,2,1,5,1,1,1,9,1,1,1,1,1,1,,1,3,5,4,,1,1,1,7,2,1,,1,CE,733,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,71.764,2,,18.084,4,,17.461,4,,13.144,4,,12.347,4,,29.792,4,,4,,22.887,4,,8.705,4,,10.758,4,,13.449,4,,9.066,4,,12.047,4,
green,4,3,4,,2,2,2,2,2,2,,2,6,1,1,6,1,4,3,9,3,3,4,4,3,3,"I just feel a bit disgusted by the tweets. I'm not really angry or afraid, just sad. ",2,2,5,3,,5,2,2,4,5,4,"I did the best I could, but it is sometimes difficult to explain why something is offensive and hateful. ",0,CE,1546,English,66,Female,White,United States,United States,United States,English,No,Full-Time,47.291,1,,20.88,1,,27.401,2,,28.683,4,,25.901,1,,40.005,1,,4,attention,30.647,1,ccp is an Asian entity,12.434,1,,14.58,1,,21.219,2,,11.833,1,,22.566,2,
green,1,3,2,,2,2,2,2,2,2,,7,7,1,1,6,1,3,2,9,3,1,1,1,1,1,,2,1,5,3,,4,1,1,7,5,2,,0,CE,1092,English,54,Male,White,United States,United States,United States,English,No,Full-Time,29.685,1,,36.535,2,,22.735,2,,15.637,2,,10.477,1,,17.74,1,,4,attention,56.491,1,,6.394,1,,29.886,1,,14.342,2,,16.803,1,,16.942,1,
green,2,4,4,,1,1,1,2,2,2,,1,5,3,1,1,2,5,3,9,1,2,2,2,1,2,,4,1,5,4,,3,1,3,4,2,2,,1,CE,354,"English, Chinese",19,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),31.451,1,,6.409,1,,9.852,2,,15.549,4,,7.234,1,,4.855,1,,4,attention,15.803,2,,12.218,1,,11.375,1,,3.958,2,,7.209,2,,9.842,1,
green,2,4,3,I think China is a dictatorship.,1,1,1,1,2,2,Not feeling negative at the moment. It’s the weekend and i have nothing to do.,5,2,2,1,4,2,4,5,9,3,3,3,3,3,3,Those racist tweets brought my mood down a little but not to the point of being negative ,4,2,5,4,China is a communist country so I do believe they are spying on their people.,2,2,2,2,2,2,Hateful messages don’t affect me much anymore. I learned to not let it affect me anymore.,1,CE,1163,"English, Vietnamese",35,Male,Asian,United States,United States,United States,English,Yes,Full-Time,46.141,1,It has the word Chinese virus,397.591,1,They are blaming China.,70.705,1,Chink is a racist term,105.919,4,Only saying they received COVID,8.683,1,Calling COVID the chinese virus ,34.101,1,Calling chinese people dogs,4,Attention check,64.634,4,Blaming the ccp but not china,43.669,4,Blames the Ccp ,52.75,1,Calls covid the chinese virus,7.584,1,Admits to being racist,16.153,1,Calls chinese people nibbas which is racist,30.652,2,Says something derogatory to another person
green,1,4,3,,2,2,1,2,1,1,,2,2,1,1,3,2,4,3,5,3,3,1,2,1,2,,3,1,5,4,,2,1,1,6,5,4,,1,CE,701,English,35,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,23.927,1,"Calling COVID-19 the ""Chinese virus"" is hateful",30.501,2,,18.628,2,Chinks is a racial slur,8.7,4,It is unrelated to anything hateful. It seems like a joke.,4.168,1,,14.945,1,,4,attention,32.427,1,,2.89,1,,4.369,1,,6.321,1,,11.342,1,Uses a slur or a variation of a slur,5.34,1,
green,4,4,3,,1,1,1,1,1,1,,7,7,2,1,6,1,4,4,9,1,1,1,1,1,1,,3,4,5,4,,1,1,1,7,4,1,,0,CE,1156,English,41,Male,White,United States,United States,United States,English,No,Full-Time,57.627,1,,10.544,1,,32.375,2,It did not mention covide,22.268,2,The post did not mention Asians.,25.499,1,,13.675,1,,4,attention,27.121,2,,5.647,1,,5.643,1,,11.431,2,,5.202,1,,9.74,1,
green,4,5,4,,1,1,2,1,1,1,,6,6,7,1,6,5,4,3,6,4,2,4,1,1,1,,4,4,5,5,,3,3,1,7,2,1,,0,CE,187,English,24,Male,White,United States,United States,United States,English,No,Full-Time,34.51,1,,14.584,1,,56.791,1,,7.262,4,,18.349,1,,12.698,2,,4,attention,28.237,1,,11.139,1,,8.611,1,,7.043,1,,11.224,1,,23.428,2,
green,1,5,3,Food is a culture difference. I do think the CCP spies on people to control them. The CCP need to apologize to its own people and not the world,4,3,4,2,1,1,"I am feeling normal, but a little unpleasant because I am doing a survey.",7,5,2,1,2,1,3,3,9,4,3,4,2,1,1,,3,1,5,5,,3,1,1,7,7,2,,1,CE,703,English,23,Male,Asian,United States,United States,United States,English,No,Unemployed (and job seeking),32.839,1,china virus is derogatory to push blame onto chinese people,38.755,2,,3.483,1,slur,43.414,2,,3.508,1,,13.488,1,,4,attention,37.46,1,,11.131,1,,3.381,1,,16.876,2,,6.908,1,,9.46,1,
green,1,2,1,,4,4,3,3,3,5,,1,1,4,1,1,1,4,2,4,4,4,3,3,3,4,,1,1,5,2,,6,1,1,7,6,3,,1,CE,1050,English,23,Male,Asian,United States,United States,United States,English,No,Full-Time,33.391,1,,27.147,2,,11.469,1,,5.891,4,,13.116,1,,5.103,1,,4,attention,42.291,4,,5.737,1,,6.152,1,,5.35,1,,7.081,1,,18.586,2,
green,4,5,5,"I feel that the China Communist Part (CCP) owes the world a apology and should received heavy international sanctions because they have violated so many human rights that we honestly should start to move away from using China as a manufacturing partner. We should instead rely more and more on Canada and Mexico, because they are more ethical in respecting human rights. ",5,4,4,4,4,5,,2,6,1,1,6,1,5,5,4,5,5,5,5,5,5,,5,4,5,5,,7,3,1,7,7,4,,0,CE,937,"English, Spanish",30,Male,White,Puerto Rico,United States,United States,English,No,Full-Time,48.664,1,"Because it is associating a virus with a group of people (chinese). In this case, it is using chinese virus as a derogatory statement to place blame or imply that chinese people are to blame. ",36.852,1,"Because in this case, it is implying hate/blame to the country China of taking world peace. It is placing hate and blame on China which to me would be a kind of hatred.",23.158,1,"Because it uses the extremely disparaging slur ""Chinks"" to place hate and blame on chinese people. To me the use of the slur indicates a tell tale sign of pure hatred and disgust by the writer/poster of this comment. ",41.707,4,I don't think this is hateful per say because it doesn't place blame or imply hatred towards a group of people. It is only talking about their own dick in this case.,19.909,1,Because it does refer to the coranavirus as the chinese virus which implies a derogatory name for the virus by implying blame to the chinese people.,23.217,1,"To me, this tweet is very hateful because it is using a extreme slur ""chinese dogs"" to refer to Chinese people to ""suck his dick"" which is a very humiliating gesture which implies a dominance over chinese people. ",4,attention,39.638,4,"In this case, I don't think the words dirty and inhumanity are used to imply hatred, I see it more as a strong negative opinion towards the CCP and not exactly hatred.",92.986,4,"I don't think this tweet is hateful because to me its more of a strongly worded negative opinion about China, and not crossing into direct hate or implying hatred.",13.631,1,"I think this is hateful because of the ""Chinese Virus"" slang, which to me implies hatred and blame by using a derogatory slur to try to make people feel excluded.",24.375,1,"I think this is hateful because of the phrase ""sucks dick"" is a very strongly worded way to humiliate someone and to imply hatred by dominance.",41.179,1,"I think that this is hateful because of the extremely derogatory slur of ""nibbas"" is used to imply hatred and exclusion towards the Asian community.",24.09,1,"I think that this tweet is hateful because of the phrase mud pee which is very offensive and hateful, and the phrase of ""go fucking yourself"" is extremely hateful wishing someone to end their lives is very hateful and a targeted attack towards the asian community."
green,4,5,3,,2,1,2,2,1,1,,5,7,3,1,3,2,4,3,4,2,1,1,2,1,1,,3,4,5,5,,6,1,5,6,6,4,,1,CE,861,English,26,Male,Asian,United States,United States,United States,English,No,Other,77.391,2,It's focused on the virus,20.297,2,Not about COVID so much,20.882,2,Doesn't talk about COVID,17.09,4,Doesn't talk about COVID,13.76,1,Tone,9.773,1,Extreme racism in context of COVID,4,attention,16.539,4,CCP is blamed not Chinese,13.683,4,Talks about China as a nation not a people,10.124,1,Extremely racist,9.201,2,Doesn't mention COVID,10.816,4,Could by interpreted as humor,19.71,1,Obscene language
yellow,1,3,4,"Don’t know too much about CCP, but the Uyghur situation in China isn’t good.",1,1,1,1,1,1,,7,1,4,1,2,2,4,5,9,4,4,4,4,1,2,,4,1,5,3,Same as before,5,1,2,6,6,4,,1,CE,419,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,86.231,2,I think “Chinese virus” is ignorant but the tweet seems more about fighting the virus.,64.24,2,Hate against China the country ,21.578,2,"Slur used, no covid",14.172,4,,36.629,1,Actively promoting the virus to be called Chinese virus ,46.929,1,"Dehumanization of Chinese, with mention of covid",4,,50.377,4,Against CCP ,19.09,4,Against ccp ,12.073,1,"Against Chinese people, Covid related",12.363,2,"Against China, but not Covid related",22.448,1,Slur?,30.201,1,
red,4,2,4,getting good understanding ,3,2,2,3,3,4,worried for the understandings,7,7,5,5,5,3,4,3,3,3,2,2,3,3,4,understandings,2,4,5,3,,3,6,3,7,3,5,,1,CE,937,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,3.604,1,66,2.628,2,45,2.336,2,56,3.324,1,67,2.715,1,77,3.451,1,77,1,67,2.265,1,67,2.105,2,67,2.216,1,45,2.851,1,66,3.66,1,55,2.854,1,67
green,5,4,3,Covid-19 spread because of them they should apology for that ,1,1,1,1,1,1,I am happy and in my comfort ,7,7,3,1,4,2,4,3,9,2,2,1,2,2,2,,4,4,5,3,They  have bad habit,5,6,7,5,6,6,,1,CE,894,English,35,Male,Asian,United States,United States,United States,English,No,Full-Time,35.62,4,70,23.398,1,60,9.611,1,80,11.123,2,68,7.079,1,69,7.968,1,67,4,attention,10.371,1,Hateful,7.908,1,country,7.295,1,A virus,9.548,1,does bad things,11.207,2,guys ,8.042,2,none
green,4,5,5,China is a Pure COMMUNIST Party!  Commies are our enemy.,5,4,5,5,4,5,All these feelings are for my country. ,7,5,1,1,6,1,1,1,3,1,1,1,1,1,1,"This feelings are for this survey only, not for how I feel about my country!  ",5,4,5,5,I don't give One Flying Fuck with A Rolling Donut if they apologize or not.  Commies are my enemy.,1,1,1,1,4,4,I can't stand Commies.,0,CE,143,English,57,Male,White,United States,United States,United States,English,No,Other,47.365,2,"No Such Thing as Hate Speech, it's made up, it's just garbage to add more laws against white people.",28.523,4,No Such thing as Hate Speech,8.636,4,No Such thing as Hate Speech,6.565,4,No Such thing as Hate Speech,7.255,4,No Such thing as Hate Speech,6.508,4,No Such thing as Hate Speech,4,attention,21.839,4,No Such thing as Hate Speech,14.138,4,No Such thing as Hate Speech,8.534,4,No Such thing as Hate Speech,10.84,4,No Such thing as Hate Speech,12.155,4,No Such thing as Hate Speech,17.854,4,No Such thing as Hate Speech
green,5,4,5,,4,3,4,4,2,4,,7,1,1,1,6,1,4,3,5,5,4,4,4,3,5,,5,5,5,5,,2,1,1,2,2,3,,0,CE,59,English,70,Female,White,United States,United States,United States,English,No,Full-Time,58.237,2,,27.143,4,,43.422,2,,46.461,4,,14.393,4,,24.774,1,,4,attention,36.16,2,,17.938,1,,24.033,4,,25.375,2,,19.722,1,,29.717,1,
yellow,4,5,5,I agree with sentiment about the CCP - they deserve all the criticism warranted. The one about eatings cats and dogs is also true - I guess the context would matter. If it comes from an account with further hate speech or far right politics then it would be considered racist. Racist in the sense that there are other Western cultures that eat delicacies such as dog. ,1,1,1,1,1,1,,7,2,2,4,3,2,3,3,9,1,1,1,1,1,1,If someone says something crazy why would you let it affect you? They are crazy already - I don't need to be crazy too. ,5,4,5,5,,1,1,1,7,5,1,,1,CE,39,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,52.487,1,the tweet seems to have an emphasis on criticizing chinese people. It is called the corona virus and Donald Trump used China virus to dog whistle to his racist supporters. ,14.178,4,The tweet does mention Chian but I think in reference to the CCP and not a random Chinese person. ,5.284,1,Derogatory term 'chinks' is used,11.495,4,It is a troll post directed at @tommysmom,23.921,1,,14.787,1,Derogatory term relating Chinese to dogs and fellatio. disgusting,4,,17.878,4,Distinction made between people and governments is important. ,9.846,4,,7.283,1,negative words used in relation of Chinese people. No distinction made between people and governments. ,13.183,1,,8.965,1,Racist term spelled differently ,15.237,1,
